observationId,observationStartMJD_TAI,visitTime,visitExposureTime,filter,seeingFwhmGeom_arcsec,seeingFwhmEff_arcsec,fieldFiveSigmaDepth_mag,fieldRA_deg,fieldDec_deg,fieldRotSkyPos_deg
156503,60438.06566631846,34.0,30.0,g,0.6877715273545402,0.7734446804799758,24.7458195572157,164.60297696449408,3.389018405229348,169.73589859335408
156578,60438.2137445907,31.0,30.0,u,0.8576671146373275,0.9801303097777707,23.68080716911882,239.21057275489483,-75.7412291717431,336.03900772301114
156653,60438.24929072611,34.0,30.0,g,0.7242211711287779,0.8177873128087323,24.80654098822617,264.05442975412785,-45.22102341780238,18.60267688764234
156728,60438.2852770705,34.0,30.0,r,0.7649637526626435,0.8673524971565005,24.250699570403462,276.70130137053627,-50.93985216594201,8.256010663514285
156803,60438.32102726335,34.0,30.0,i,0.8012615920615972,0.9115104526296802,23.70208431619563,265.3471477376324,-60.3718096913488,317.73264429433107
156878,60438.35686429316,34.0,30.0,g,0.9718268855237031,1.1190108096395415,24.427217227515264,257.1914243983302,-36.60245266635434,245.92865366063816
156953,60438.39357644535,34.0,30.0,i,0.869798132509136,0.9948882390622091,23.57336620686936,262.67136322768374,-32.61650070504803,233.23301517627533
157030,60440.95534089872,34.0,30.0,r,1.0478379884878553,1.2114817378197753,23.43064708448139,177.33662747663115,-25.535554553499264,179.68347660223816
157129,60441.005070890475,34.0,30.0,r,0.9906445808717954,1.1419033830557122,23.909051708279264,116.25307734524438,-39.882226312460794,343.9870656455446
157228,60441.05153906674,34.0,30.0,i,0.997075188986958,1.149726507283404,23.411417449605203,141.99899140879532,-16.244796067125023,312.9838926948825
157327,60441.098428586,34.0,30.0,g,0.8208751841786552,0.9353712702903348,24.631062897143376,176.1448648800589,-14.197377843038414,295.6866702846815
157426,60441.14499679893,34.0,30.0,r,0.6859154156573223,0.7711866370527035,24.212597351220868,153.39874574318625,-25.369119338557592,323.5325280824745
157525,60441.19101878537,34.0,30.0,i,0.9298727138121989,1.0679716713043783,23.494827429533338,202.5451968698872,-13.816954044905918,303.2103245624488
157624,60441.23833295494,34.0,30.0,g,1.3810887472908273,1.6168962862418825,24.04890858046795,234.1964447902354,-61.85768191740608,56.0523995681544
157723,60441.28662626994,34.0,30.0,r,0.8723819953627134,0.9980316245288484,24.10897620393696,263.5137254694859,-45.12021424180256,78.08180199548013
157822,60441.33549652769,31.0,30.0,u,0.6797204621700166,0.7636501972871248,24.11564249064493,248.71853803381376,-43.06946981936572,0.21418190280454807
157921,60441.3830769708,34.0,30.0,r,0.6819986326243163,0.7664216941901657,24.39388462859087,291.1808235076018,-52.07122572741745,60.06231363693567
158023,60441.9544439164,34.0,30.0,r,0.8281272418256039,0.9441937248486666,23.705550416842907,154.6362053296811,-6.065434463270679,122.60094274030463
158123,60442.004365179164,34.0,30.0,r,0.9930239178984848,1.1447979536477917,23.943132724698764,165.26414105481706,-60.2219144489509,333.0758441672667
158223,60442.05191848623,34.0,30.0,i,1.0559645628348808,1.2213680813076409,23.334408182735103,173.28410732827854,-69.93778115022592,319.1499224379668
158323,60442.098680313415,34.0,30.0,r,0.8112099677485792,0.9236130994508264,24.070649777902503,182.01520918911746,6.0124280235244285,164.2132662200645
158423,60442.14581177625,34.0,30.0,i,0.740971289823002,0.8381645861593698,23.762142076154177,195.37014401519335,-6.773914464402195,177.56973798269766
158523,60442.19442577207,34.0,30.0,r,0.9433910015578252,1.0844172768343372,23.962683531088476,231.62421997012075,-16.599282752196014,138.7724040940336
158623,60442.2430950396,31.0,30.0,u,0.7752622279460436,0.8798810558954302,23.996896033616764,224.11370408434325,-36.018329773463265,245.84156897271745
158723,60442.28832352621,34.0,30.0,r,1.0096032866922284,1.164967502058672,23.87989881758351,238.66735166705166,-29.379266204387232,227.31066225461248
158823,60442.33559109966,34.0,30.0,i,0.8666221927428647,0.991024565380614,23.60198584667639,257.1811881035604,-24.39274064875773,214.90975240078154
158923,60442.3843194744,34.0,30.0,i,0.8342062735262157,0.9515891405428415,23.615992831013624,261.6065716180779,-34.36587618979323,233.12398119686696
184432,60512.104502349706,34.0,30.0,i,1.1485227082289076,1.3339692314220286,22.363211163020424,237.26880081280754,-25.80944713499275,308.3487067650886
184503,60512.137678529616,34.0,30.0,z,1.3500201927039563,1.5790999911240344,21.840364808554952,228.89277357404447,-4.074599715394537,289.74683303124567
184574,60512.17092415273,34.0,30.0,y,1.187394353612542,1.3812583377281533,21.274553980588124,239.60303191822803,-5.078322651922856,290.79561478789094
184645,60512.202905499,34.0,30.0,y,1.278391917912489,1.4919609706964585,21.086296742419385,270.6943296016306,8.510258915648203,271.2125034976683
184716,60512.236803917745,34.0,30.0,y,0.8982963988809392,1.0295576628721888,21.74948773654581,339.2756770741165,-46.55449940020775,114.11580629012677
184787,60512.27095310082,34.0,30.0,z,0.9157146247198739,1.0507477186373162,22.31013561151315,356.473469824829,-68.95252656047722,95.06228598792089
184858,60512.30613396104,34.0,30.0,y,1.5559255223732966,1.8295930929115531,21.214086856742014,350.36486859098903,-13.935177608824993,204.09754379978895
184929,60512.33996156153,34.0,30.0,z,1.8311653456077208,2.164434727016692,21.653916630926414,356.9134062559197,-2.1356935588727044,224.64096176581077
185000,60512.3737791364,34.0,30.0,y,1.7283928004778164,2.039407299851358,21.175378832322146,3.855967345057585,-14.686066754625763,233.52215550940437
185071,60512.40623317437,34.0,30.0,y,2.0359798950582015,2.4136008455695883,20.770196941816064,341.1702563769047,-23.06203003300976,304.23023950693806
185150,60512.95816149623,34.0,30.0,z,1.4367889738208177,1.684658119003428,21.746194715941613,215.99109295983695,-15.652189841677536,238.33051098037384
185201,60512.98332781192,34.0,30.0,i,1.5799382264069524,1.8588056282323022,22.326761046757344,211.63959851968548,-12.115885025785264,273.7318179806438
185252,60513.00811274031,34.0,30.0,z,1.7289544902617047,2.040090620756332,21.867285991653983,206.8600586659579,-13.735888941493787,295.1773058099439
185303,60513.031417161896,34.0,30.0,z,1.3703878878246765,1.603878209032453,22.140556098702405,214.27014352568162,-26.511100923255068,319.1038108180761
185354,60513.055839892106,34.0,30.0,y,1.4836332658187368,1.7416463087819183,21.330345388810343,211.98308570498068,-28.901872616661432,322.6116031869667
185405,60513.08017553003,34.0,30.0,i,1.7143946186186438,2.022377881531197,22.08859802713334,227.09786673733174,-37.04149033748534,339.83794412454057
185456,60513.104457296366,34.0,30.0,z,1.7702399275095646,2.0903162135152855,21.752575563323838,224.80256998033897,-39.59339136620504,336.2546273733335
185507,60513.127622472115,34.0,30.0,z,1.6206849656459394,1.9083758706154983,21.721711924695143,239.69464643083742,7.103913884685679,285.2083252198429
185558,60513.151788406794,34.0,30.0,y,1.508264341279932,1.7716111207785061,21.0349549972285,241.02787670416953,4.634859604038128,291.36883095786897
185609,60513.17614167296,34.0,30.0,y,1.1880209219832578,1.3820205863543282,21.485936175087513,258.83233743365093,-36.44762932602565,336.68807601782163
185660,60513.959808452535,34.0,30.0,r,1.3643926641449995,1.596584749568126,23.1042212758952,213.6660817048531,4.284742161323406,259.2424371407358
185688,60513.97374842441,34.0,30.0,i,1.2357482853899464,1.440083072250543,23.03405070969975,213.22693064844157,14.543064030915465,266.14930842842085
185716,60513.98629984159,34.0,30.0,i,1.5496910011148373,1.822008517171335,22.337132553276277,201.39270591929645,13.518286419247056,284.37146361372584
185744,60513.99885460955,34.0,30.0,i,1.3761545979329117,1.6108936714512307,22.636830584625418,222.97258858596442,2.694394409713526,267.80209257940174
185772,60514.012730060145,34.0,30.0,z,1.3957251704996754,1.6347021538925492,22.020514834315627,210.05388665346115,14.963283275026459,284.65493576099215
185800,60514.02541808346,34.0,30.0,z,1.3346763705013376,1.5604335407558851,22.25727613710422,234.0529804723011,-5.409693164523531,267.9664766082238
185828,60514.03836725049,34.0,30.0,z,1.2330348212958786,1.4367820210412148,22.23187490814103,211.0469035411335,-5.479928285130491,304.3452618378005
185856,60514.052414265076,34.0,30.0,y,0.9409092635323126,1.0813981308178986,21.915472748109707,227.74597043012207,-11.026889683129536,299.789109221506
185884,60514.06514833846,34.0,30.0,y,1.3120569285831436,1.5329159715123402,21.302663200651,215.8735571737819,6.487437443495892,299.449840219654
185912,60514.07919835974,34.0,30.0,i,0.953234758240091,1.096392649927118,22.71717673747218,274.58006447862977,-18.6695336774479,209.05316795518485
185941,60518.31836837728,34.0,30.0,r,0.8143558371952494,0.9274401912350966,23.775588932562684,333.45662107534275,-36.255323973700165,335.5547615772393
185966,60518.32970713216,34.0,30.0,r,0.9363158366937223,1.0758100203086647,23.56457705987114,315.5256902246853,-28.224983635006478,301.7539850003749
185991,60518.34236305003,34.0,30.0,i,0.842411512393365,0.9615711829602981,23.454920241838927,333.45662107534275,-36.255323973700165,324.37115148497
186016,60518.35359765142,34.0,30.0,i,1.0723413496589156,1.2412911796337172,23.082662776157044,315.5256902246853,-28.224983635006478,300.09251837228584
186041,60518.36489805088,34.0,30.0,i,0.950095770731502,1.0925739303302944,23.223752319255865,347.6968861680676,-18.237161278497986,275.5348815745515
186066,60518.37620899943,34.0,30.0,i,1.0729108264872314,1.2419839738287486,23.062170222198446,323.9302363383027,-25.706051984589568,297.3075534325696
186091,60518.3888008374,34.0,30.0,z,1.284451337323681,1.4993325271577629,22.381373092192437,336.34658322863146,-25.107796075789057,297.17510914615946
186116,60518.40004242722,34.0,30.0,z,1.409774345340008,1.651793607469596,22.138888021233893,325.3947136409432,-17.254175018542128,289.31221878182913
186141,60518.41213340309,34.0,30.0,z,0.9264508394675116,1.063808807138092,22.780506786610527,353.8973940280511,-25.755311329741968,298.0049448643639
186166,60518.42491447738,34.0,30.0,y,0.8665972761189976,0.9909942531861285,22.036370531979635,351.3790499421506,-34.408148263889366,312.10816582509364
186199,60518.961012961096,34.0,30.0,z,0.875448189082525,1.0017617872050182,22.513014964558998,249.01080428690852,-36.1888266339639,25.46803721830044
186226,60518.97454650602,34.0,30.0,i,1.008254817456735,1.163327028536174,23.377635014476436,256.62741549916706,-24.54970262354902,50.2930954925282
186253,60518.986737270156,34.0,30.0,i,0.9662598153450067,1.1122382181812733,23.457620858603825,264.6115050354736,-33.420853130222795,34.609049894435856
186280,60518.998954127965,34.0,30.0,i,1.062084991375834,1.2288138581214525,23.385347160704928,260.4336807153648,-41.01071358228027,11.95808858269313
186307,60519.013036604425,34.0,30.0,z,0.932401942607371,1.07104859197977,22.881855136369083,267.66006174059015,-25.847249084107766,48.159912904527886
186334,60519.0267387571,34.0,30.0,g,0.8881445964245447,1.017207538229373,24.565256427382156,257.597266577309,-39.136907422013,355.7468686151085
186361,60519.03925446896,34.0,30.0,g,0.9567213214159176,1.1006342109682696,24.455719288330183,267.13355302986605,-64.61378843029375,327.8258156277728
186388,60519.053232451835,34.0,30.0,r,0.9865537897208523,1.1369267514852217,23.95394886375736,270.5499009945661,-39.87021755928942,359.9738120577347
186415,60519.06584517125,34.0,30.0,r,1.0833717150386606,1.2547101156188085,23.846806797551455,264.0215475527316,-56.791556927832815,310.89933702210374
186442,60519.07869762941,34.0,30.0,r,0.910134478075715,1.043959219070213,24.041667852753555,281.64386347011754,-49.77561860353793,342.7352216517756
186474,60523.11081833735,31.0,30.0,u,1.5054814978447437,1.7682256664777904,23.257416270684885,286.1805199715549,-19.409511627494815,143.4747537955467
186542,60523.142506875774,34.0,30.0,r,1.1183905363813573,1.2973120880551792,23.75346403435212,299.27757786303084,0.7407124492392483,160.10219242160633
186610,60523.174429328494,34.0,30.0,r,1.2283095308095224,1.4310334924690054,23.658071961530144,272.8834158741469,-30.638158306305986,257.3473955801174
186678,60523.204555599754,31.0,30.0,u,1.3002744695138448,1.5185820797005412,23.369897721640708,285.06805399264294,-24.60522973229246,244.9780981917846
186746,60523.235813624655,34.0,30.0,g,1.133112703281711,1.3152222667660718,24.224577499277522,288.7862964272273,-34.914003522501616,262.75960653159126
186814,60523.26941725645,34.0,30.0,r,1.4133695433824542,1.656167327715881,23.44345641738737,294.25550279455035,-30.555772666400802,253.43259986862984
186882,60523.30302328183,34.0,30.0,i,0.811130447497783,0.9235163594863539,23.728184234234355,8.622245048966313,-43.85489567458541,50.24933089734844
186950,60523.33592471651,34.0,30.0,g,1.1417062635054347,1.3256767195929864,24.180890360569556,52.449260780409006,-27.95623291347994,100.41471596497398
187018,60523.36970181767,34.0,30.0,g,1.1920369627937868,1.3869062807710302,24.147537384730416,35.109516229994476,-4.607632476828279,137.58220978890571
187086,60523.403735982996,34.0,30.0,r,0.896696831472448,1.0276117171197665,24.077697156385565,11.068040854973411,-21.022761880126033,225.01334760830866
210121,60571.97999732378,34.0,30.0,z,0.7688526062092523,0.8720834625416695,22.58532206486976,298.0580436487503,-39.63940569158156,57.76140650393592
210210,60572.02309437521,34.0,30.0,i,0.6388602424888415,0.7139419008380068,23.418247713646593,287.8596239899131,-46.7093578090711,330.87086223568065
210299,60572.06619409595,34.0,30.0,z,0.7623088420482682,0.8641226788908373,22.623559983428137,347.20643812293724,-42.285076463804195,73.39687437748148
210388,60572.109941032315,34.0,30.0,y,0.669506854452708,0.7512248837624185,22.0847207368921,330.7322467303647,2.110877554362733,169.05315506279157
210477,60572.1518453396,34.0,30.0,y,0.6644824714411823,0.7451124956705382,22.229772752614224,300.68308207722333,-41.92092229673164,270.09716344604277
210566,60572.19258022414,34.0,30.0,y,0.571054077184134,0.6314526486424988,22.41936446293653,326.48581796413094,-38.30792864426188,273.0085089983039
210655,60572.23481981142,34.0,30.0,z,0.7502748282965082,0.8494827594848031,22.69621723279059,357.1152656304308,-43.15261637229736,306.2392607061187
210744,60572.276604191,34.0,30.0,y,0.6817150115986531,0.76607665644605,22.014099361733944,352.146602652391,-21.25175274052573,241.37065889886497
210833,60572.317266877006,34.0,30.0,y,0.6066761773278659,0.674788536895214,22.230128998135296,22.385346643055385,-24.149871065309558,241.06357762519497
210922,60572.358377095814,34.0,30.0,y,0.7618770620392251,0.8635973990744831,22.064224697460176,49.52555992628469,-67.69076809315763,343.9921830570222
211014,60572.979846419796,34.0,30.0,z,0.7555363871176353,0.8558836826248605,22.559533858298465,268.1737414955952,-21.82403178398061,234.8599048193904
211102,60573.02223393219,34.0,30.0,i,0.8371630548468997,0.9551861981105836,23.604571255340655,268.1394265321212,-31.118081656407295,268.23788910593737
211190,60573.0641029134,34.0,30.0,z,0.7895835541706195,0.8973035938815322,22.922472915787324,289.98470400653173,-41.92444416321123,300.3872035654175
211278,60573.10692534021,34.0,30.0,i,0.9229656581506012,1.0595689271905124,23.029010728694796,306.98770588930836,-23.122290445391084,247.72966088153697
211366,60573.14830245495,34.0,30.0,z,0.8124851760958491,0.9251644478051693,22.798355559423626,319.4568028960579,-22.966107410542268,248.98759527138142
211454,60573.18992602602,34.0,30.0,y,0.8472136588790646,0.9674132103151638,22.060259665156053,334.1905615727485,-32.74469781213591,274.73618381575324
211542,60573.231953896975,34.0,30.0,i,0.7655745274943511,0.8680955322315707,23.05226897978857,352.4434902063584,-26.79164875654955,257.7701583618906
211630,60573.27358455035,34.0,30.0,z,0.8510013405483402,0.9720210955575915,22.725438391419036,15.762916597738755,-62.50877476978969,345.0836778285494
211718,60573.316260133564,34.0,30.0,i,0.8268742327205161,0.942669382871674,22.80120384625844,13.188937055751397,-21.507126642018072,249.2519797190804
211806,60573.35800791407,34.0,30.0,z,0.7313228552621234,0.8264268312191282,22.741432458310157,27.627298764137795,-26.423925640035762,258.3302312567769
211900,60573.98119203096,34.0,30.0,r,0.6884814373499056,0.7743083179439241,24.09223950971045,310.61046131738914,-31.337983813721124,137.10836330702224
211987,60574.02407315206,34.0,30.0,g,0.9259333942888158,1.0631793117868806,24.43503499071309,279.78273016891853,-17.127860438457137,271.0144794337973
212074,60574.06580196983,34.0,30.0,r,0.8434453433583795,0.9628288848642086,24.10764756575279,316.4309920694553,-15.63425862642929,211.8035917145278
212161,60574.106907239795,34.0,30.0,i,0.7379108406160961,0.8344414119417228,23.45659632504624,326.4383794853289,-3.525876942507115,225.58236889136114
212248,60574.14787392087,34.0,30.0,z,0.8090677510958931,0.9210069964670232,22.77734305658486,346.71115198460944,-2.818895018974614,215.25900897250497
212335,60574.190363405185,34.0,30.0,i,0.7571428263375634,0.8578379882452108,23.359499828964108,332.95181869504466,-28.322733627764446,301.06349501807944
212422,60574.232897278285,34.0,30.0,r,0.7718793820963172,0.875765671650021,23.095046582950104,10.033284959544234,-3.013163408611729,229.04771857751558
212509,60574.27371220811,34.0,30.0,i,0.7698469892008336,0.8732931742102599,23.101652085906515,3.7756506813229733,-12.50989682237079,270.4464846157687
212596,60574.31452880132,34.0,30.0,z,0.7959334164227462,0.9050284871322946,22.640945562766476,10.111064521165655,-7.894964489146603,271.91666910726155
212683,60574.356783230025,34.0,30.0,r,0.91771103032558,1.053176435919197,23.145163434267655,39.26772228911023,-33.09941351823511,317.03224881922466
212778,60574.98159215275,34.0,30.0,r,1.0411736105211227,1.2033742220451615,23.4957704797256,265.110840622181,3.359602185750982,253.96378979985278
212864,60575.02243323703,34.0,30.0,i,0.8661856619736584,0.9904935060506793,23.570554601142245,276.9552328880163,-8.851813653140571,268.3916743487693
212950,60575.06446723032,34.0,30.0,g,0.7636981504608444,0.8658128351105163,24.68826446564887,300.0915465867055,-16.26278078808806,267.4489257410654
213036,60575.105284539015,34.0,30.0,r,0.6663688551318557,0.747407366340457,24.29458045357859,290.7398491493909,-23.00242266152146,297.4839411713261
213122,60575.14735275119,34.0,30.0,g,0.7391366950691589,0.8359327190622371,24.222802064308016,342.340395633445,-12.336328190000147,231.87042084012023
213208,60575.18762204419,34.0,30.0,r,0.9385251768052005,1.0784977820014605,23.216369010018752,7.608900093785104,1.3470554703206064,212.95017960531268
213294,60575.22830680998,34.0,30.0,i,0.8762805031135323,1.0027743346879956,23.32148574105512,355.38610216260946,-34.079582209056205,327.48584847965077
213380,60575.27027854911,34.0,30.0,r,0.9303282185360856,1.0685258133042403,23.412598619807433,7.441000386260789,-36.486464867658555,331.7781352058141
213466,60575.31170324188,34.0,30.0,i,0.8462312174055499,0.9662180260408149,23.286021610364852,7.134613002917775,-60.07608152021625,352.8412034627884
213552,60575.352667301275,34.0,30.0,z,0.8163273574799745,0.9298386344038619,22.742640011592012,356.6404537502047,-67.1185981792652,331.75156580197574
213647,60575.981996662464,34.0,30.0,r,1.0022887349577863,1.1560690206299102,23.61056280508521,312.0342403412652,-32.56192458871156,90.52922707271082
213672,60575.99477811489,34.0,30.0,i,0.9409910175931532,1.0814975883128384,23.491191607367515,318.2981046418226,-36.150831868196995,83.13541716021064
213697,60576.006300063265,34.0,30.0,i,0.9357494477590965,1.0751209826752999,23.539630482548578,318.0801771349894,-42.56349662882602,64.23398294311043
213722,60576.017844069705,34.0,30.0,i,1.139967783647406,1.3235617805929514,23.29959488550475,287.6075342664026,-57.11368628962984,339.27058210453464
213747,60576.03100127334,34.0,30.0,z,1.0921702779058837,1.265413963389153,22.737484075164485,318.0801771349894,-42.56349662882602,48.64891333314848
213772,60576.04264275644,34.0,30.0,z,0.7635863497840223,0.8656768245547717,23.101450936837857,287.6075342664026,-57.11368628962984,323.9126998583694
213797,60576.05524567128,34.0,30.0,g,0.8674606698288492,0.9920446104973835,24.403730760634346,266.7105780989854,-28.23218889809909,254.56547558113954
213822,60576.0670339957,34.0,30.0,g,1.089213097275595,1.2618164200433029,24.1906714699105,278.32861381366297,-24.751417728879858,250.78454764218733
213847,60576.0795627909,34.0,30.0,r,1.285799188486699,1.5009722487672739,23.436757318199632,266.7105780989854,-28.23218889809909,252.60718508213867
213872,60576.09107293622,34.0,30.0,r,0.9005275023260877,1.0322719006400094,24.028045197877425,293.94561396844404,-52.90625001717093,302.2290454472107
213901,60577.12019624832,34.0,30.0,r,0.5644488972246261,0.6234171499083042,24.59452528976783,9.148508475999504,-44.15591564158677,88.72725333721291
213915,60577.12602958159,34.0,30.0,r,0.57939700573219,0.641602196754489,24.570281608793593,9.148508475999504,-44.15591564158677,85.89683925224287
213929,60577.1332286556,34.0,30.0,g,0.5588890174427154,0.6166533058913812,25.121141023987143,9.148508475999504,-44.15591564158677,82.81559880673456
213943,60577.14042772961,34.0,30.0,i,0.5565823701953897,0.6138471656878219,24.150427838900722,9.148508475999504,-44.15591564158677,79.4309059813468
213957,60577.14762680362,34.0,30.0,y,0.549675529901907,0.6054446835789623,22.671905469874595,9.148508475999504,-44.15591564158677,75.6833892148844
213971,60577.15482587763,34.0,30.0,z,0.5297454301445342,0.5811988201271706,23.573163249717023,9.148508475999504,-44.15591564158677,72.33267893837552
213985,60577.16066019662,34.0,30.0,z,0.5603095344884919,0.6183814288181165,23.510511508976162,9.148508475999504,-44.15591564158677,67.74082485050603
213999,60577.16795800694,34.0,30.0,g,0.6861868347888631,0.7715168306433857,24.89197363845422,18.674245741223764,-43.304426679132945,81.5832162994755
214013,60577.17458578755,34.0,30.0,g,0.6260562377038064,0.6983652526810297,25.00238770776459,3.134819236377913,-57.94082066731034,29.86889260556552
214027,60577.181001021556,34.0,30.0,g,0.5896464132141614,0.6540710623043327,25.079624501983968,349.795424157547,-54.04045942618979,358.8808368834473
